x,y,z,yaw,velocity,change_flag
169.4565,-123.2151,-2.0167,0.1482,35.8389,0
171.3861,-122.9581,-2.02,0.1498,34.2102,0
173.3185,-122.6629,-2.0011,0.151,34.7866,0
175.2551,-122.3984,-1.9787,0.1517,35.4012,0
177.1734,-122.0853,-1.9197,0.1511,34.9835,0
179.1124,-121.7979,-1.9017,0.152,35.3012,0
181.0275,-121.5159,-1.9694,0.1516,34.2211,0
182.9597,-121.2229,-1.9089,0.1521,35.3032,0
184.8496,-120.9486,-1.8611,0.1526,34.1879,0
186.7458,-120.6802,-1.8788,0.1533,34.1466,0
188.598,-120.3776,-1.8817,0.1537,33.3626,0
190.4594,-120.1143,-1.8013,0.1545,33.6837,0
192.3095,-119.8333,-1.7978,0.1555,33.0526,0
194.158,-119.544,-1.8234,0.1561,33.5112,0
195.9619,-119.2667,-1.801,0.1568,32.9027,0
197.7973,-118.9802,-1.7395,0.1564,33.3014,0
199.5891,-118.7127,-1.7028,0.1573,32.6681,0
201.3766,-118.4343,-1.7146,0.1578,32.7926,0
203.1337,-118.1545,-1.7126,0.1575,32.4776,0
204.882,-117.889,-1.674,0.1578,31.7306,0
206.6293,-117.6167,-1.6561,0.1573,31.4447,0
208.3553,-117.3549,-1.6486,0.1572,30.6552,0
210.042,-117.1048,-1.617,0.1571,30.2053,0
211.7622,-116.8088,-1.5883,0.1564,30.8967,0
213.4586,-116.562,-1.5873,0.1561,30.0454,0
215.142,-116.3083,-1.5302,0.1564,30.4392,0
216.8265,-116.0338,-1.5392,0.156,30.7863,0
218.4975,-115.7629,-1.5469,0.1558,30.4071,0
220.1873,-115.5082,-1.5043,0.1557,30.562,0
221.8747,-115.2521,-1.4559,0.156,30.5342,0
223.5329,-114.988,-1.4653,0.1561,30.1475,0
225.1966,-114.7436,-1.4435,0.156,29.7255,0
226.862,-114.4632,-1.4156,0.1553,29.8502,0
228.5131,-114.229,-1.3955,0.1557,29.9693,0
230.147,-113.9741,-1.3609,0.1559,29.8989,0
231.7631,-113.7421,-1.3501,0.1567,29.0261,0
233.3506,-113.4931,-1.3069,0.1569,28.663,0
